repo,source_file,rule_id,level,security_relevant,priority,file,line,message
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/insecure-protocol,warning,yes,P2,skills/building-c2-infrastructure-with-sliver-framework/scripts/process.py,39,Insecure SSL/TLS protocol version TLSv1 allowed by [call to ssl.create_default_context](1). Insecure SSL/TLS protocol version TLSv1_1 allowed by [call to ssl.create_default_context](1).
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/insecure-protocol,warning,yes,P2,skills/deploying-software-defined-perimeter/scripts/process.py,128,Insecure SSL/TLS protocol version TLSv1 allowed by [call to ssl.create_default_context](1). Insecure SSL/TLS protocol version TLSv1_1 allowed by [call to ssl.create_default_context](1).
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/insecure-protocol,warning,yes,P2,skills/building-red-team-c2-infrastructure-with-havoc/scripts/process.py,89,Insecure SSL/TLS protocol version TLSv1 allowed by [call to ssl.create_default_context](1). Insecure SSL/TLS protocol version TLSv1_1 allowed by [call to ssl.create_default_context](1).
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/insecure-protocol,warning,yes,P2,skills/implementing-ransomware-backup-strategy/scripts/process.py,448,Insecure SSL/TLS protocol version TLSv1 allowed by [call to ssl.create_default_context](1). Insecure SSL/TLS protocol version TLSv1_1 allowed by [call to ssl.create_default_context](1).
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/implementing-api-key-security-controls/scripts/agent.py,23,"[Sensitive data (password)](1) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function."
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/configuring-multi-factor-authentication-with-duo/scripts/agent.py,34,[Sensitive data (id)](1) is used in a hashing algorithm (SHA1) that is insecure.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/performing-dark-web-monitoring-for-threats/scripts/agent.py,90,"[Sensitive data (password)](1) is used in a hashing algorithm (SHA1) that is insecure for password hashing, since it is not a computationally expensive hash function. [Sensitive data (password)](2) is used in a hashing algorithm (SHA1) that is insecure for password hashing, since it is not a computationally expensive hash function."
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/implementing-mimecast-targeted-attack-protection/scripts/agent.py,27,[Sensitive data (id)](1) is used in a hashing algorithm (SHA1) that is insecure.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/performing-hash-cracking-with-hashcat/scripts/process.py,127,"[Sensitive data (password)](1) is used in a hashing algorithm (MD5) that is insecure for password hashing, since it is not a computationally expensive hash function."
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/performing-hash-cracking-with-hashcat/scripts/process.py,128,"[Sensitive data (password)](1) is used in a hashing algorithm (SHA1) that is insecure for password hashing, since it is not a computationally expensive hash function."
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/weak-sensitive-data-hashing,warning,yes,P1,skills/performing-hash-cracking-with-hashcat/scripts/process.py,129,"[Sensitive data (password)](1) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function."
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/testing-for-open-redirect-vulnerabilities/scripts/agent.py,77,The string [example.com](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/testing-for-open-redirect-vulnerabilities/scripts/agent.py,95,The string [evil.com](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/testing-for-open-redirect-vulnerabilities/scripts/agent.py,125,The string [evil.com](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/testing-for-host-header-injection/scripts/agent.py,149,The string [evil.attacker.com](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/analyzing-sbom-for-supply-chain-vulnerabilities/scripts/agent.py,310,The string [cisa.gov](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/analyzing-golang-malware-with-ghidra/scripts/agent.py,107,The string [github.com/](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/incomplete-url-substring-sanitization,warning,no,P3,skills/analyzing-golang-malware-with-ghidra/scripts/agent.py,107,The string [golang.org/](1) may be at an arbitrary position in the sanitized URL.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/flask-debug,warning,yes,P2,skills/implementing-scim-provisioning-with-okta/scripts/process.py,470,A Flask app appears to be run in debug mode. This may allow an attacker to run arbitrary code through the debugger.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/paramiko-missing-host-key-validation,warning,no,P3,skills/implementing-syslog-centralization-with-rsyslog/scripts/agent.py,152,Setting missing host key policy to AutoAddPolicy may be unsafe.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/paramiko-missing-host-key-validation,warning,no,P3,skills/performing-agentless-vulnerability-scanning/scripts/process.py,40,Setting missing host key policy to AutoAddPolicy may be unsafe.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/paramiko-missing-host-key-validation,warning,no,P3,skills/performing-authenticated-vulnerability-scan/scripts/process.py,75,Setting missing host key policy to AutoAddPolicy may be unsafe.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/bad-tag-filter,warning,no,P3,skills/deobfuscating-javascript-malware/scripts/agent.py,160,This regular expression does not match script end tags like </script >.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/implementing-honeytokens-for-breach-detection/scripts/agent.py,75,This expression stores [sensitive data (secret)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/implementing-canary-tokens-for-network-intrusion/scripts/agent.py,220,This expression stores [sensitive data (secret)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/implementing-canary-tokens-for-network-intrusion/scripts/agent.py,339,This expression stores [sensitive data (secret)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/performing-active-directory-penetration-test/scripts/process.py,47,This expression stores [sensitive data (password)](1) as clear text. This expression stores [sensitive data (password)](2) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/performing-active-directory-penetration-test/scripts/process.py,107,This expression stores [sensitive data (password)](1) as clear text. This expression stores [sensitive data (password)](2) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/detecting-azure-service-principal-abuse/scripts/process.py,239,This expression stores [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/conducting-domain-persistence-with-dcsync/scripts/process.py,175,This expression stores [sensitive data (password)](1) as clear text. This expression stores [sensitive data (password)](2) as clear text. This expression stores [sensitive data (secret)](3) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/implementing-jwt-signing-and-verification/scripts/process.py,52,This expression stores [sensitive data (secret)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/performing-credential-access-with-lazagne/scripts/process.py,192,This expression stores [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-storage-sensitive-data,warning,yes,P1,skills/exploiting-active-directory-with-bloodhound/scripts/process.py,469,This expression stores [sensitive data (password)](1) as clear text. This expression stores [sensitive data (password)](2) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/analyzing-office365-audit-logs-for-compromise/scripts/agent.py,249,This expression logs [sensitive data (password)](1) as clear text. This expression logs [sensitive data (password)](2) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-api-key-security-controls/scripts/agent.py,137,This expression logs [sensitive data (password)](1) as clear text. This expression logs [sensitive data (password)](2) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-saml-sso-with-okta/scripts/agent.py,180,This expression logs [sensitive data (password)](1) as clear text. This expression logs [sensitive data (password)](2) as clear text. This expression logs [sensitive data (password)](3) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/testing-for-json-web-token-vulnerabilities/scripts/agent.py,199,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text. This expression logs [sensitive data (secret)](4) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-container-security-scanning-with-trivy/scripts/agent.py,154,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text. This expression logs [sensitive data (secret)](4) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-container-security-scanning-with-trivy/scripts/agent.py,154,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text. This expression logs [sensitive data (secret)](4) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-container-security-scanning-with-trivy/scripts/agent.py,155,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text. This expression logs [sensitive data (secret)](4) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/testing-for-sensitive-data-exposure/scripts/agent.py,57,This expression logs [sensitive data (secret)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-hashicorp-vault-dynamic-secrets/scripts/agent.py,219,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-hashicorp-vault-dynamic-secrets/scripts/agent.py,222,This expression logs [sensitive data (secret)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-github-advanced-security-for-code-scanning/scripts/agent.py,184,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-github-advanced-security-for-code-scanning/scripts/agent.py,185,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text. This expression logs [sensitive data (secret)](4) as clear text. This expression logs [sensitive data (secret)](5) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-github-advanced-security-for-code-scanning/scripts/agent.py,186,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-github-advanced-security-for-code-scanning/scripts/agent.py,198,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text. This expression logs [sensitive data (secret)](3) as clear text. This expression logs [sensitive data (secret)](4) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-delinea-secret-server-for-pam/scripts/agent.py,138,This expression logs [sensitive data (secret)](1) as clear text. This expression logs [sensitive data (secret)](2) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,110,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,116,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,123,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,125,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,155,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,169,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,170,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/implementing-rapid7-insightvm-for-scanning/scripts/agent.py,241,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/detecting-azure-service-principal-abuse/scripts/agent.py,160,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/configuring-multi-factor-authentication-with-duo/scripts/agent.py,116,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/configuring-multi-factor-authentication-with-duo/scripts/agent.py,117,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,51,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,56,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,72,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,91,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,94,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,96,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,188,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,189,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,190,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,194,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,195,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,196,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,215,This expression logs [sensitive data (password)](1) as clear text.
Anthropic-Cybersecurity-Skills,Anthropic-Cybersecurity-Skills-codeql.json,py/clear-text-logging-sensitive-data,warning,yes,P1,skills/performing-automated-malware-analysis-with-cape/scripts/agent.py,220,This expression logs [sensitive data (password)](1) as clear text.
